#                           Boiler Efficiency Data File
#                           ===========================
#
#                           (C) Crown Copyright 2015
#
#
#     Boiler efficiency tests are subject to a degree of measurement uncertainty.
#     Consequently small differences in the efficiency values calculated from them
#     are not significant and should not be relied on when comparing boilers.
#     Statistical analysis suggests that if two boilers have SEDBUK values 3   
#     percentage points apart then there is 95% confidence that the boiler with the
#     higher value is more efficient.
#
#
#
# *** Please be aware that the revision numbers on the control lines may not always
# *** be 1 more than the last file you received. There may have been additional
# *** increments in between.
#
$001,386,2015,12,17
#
#
$191,291,25,2015,12,08
# Table 191 (Current fuel prices) follows ...
#
1,1,95,4.32,2015/Dec/08 14:40
1,2,70,8.15,2015/Dec/08 14:40
1,3,0,10.44,2015/Dec/08 14:40
2,4,0,5.06,2015/Dec/08 14:40
3,11,0,4.07,2015/Dec/08 14:40
3,15,0,4.09,2015/Dec/08 14:40
3,12,0,5.09,2015/Dec/08 14:40
3,20,0,4.65,2013/Dec/10 16:52
3,22,0,6.02,2015/Dec/08 14:40
3,23,0,5.48,2015/Dec/08 14:40
3,21,0,3.41,2015/Dec/08 14:40
3,10,0,4.42,2015/Dec/08 14:40
4,30,0,15.32,2015/Dec/08 14:40
4,32,10,18.15,2015/Dec/08 14:40
4,31,0,6.86,2015/Dec/08 14:40
4,34,9,17.43,2015/Dec/08 14:40
4,33,0,9.58,2015/Dec/08 14:40
4,35,43,9.04,2015/Dec/08 14:40
4,36,0,15.32,2015/Dec/08 14:40
5,47,95,5.27,2015/Dec/08 14:40
6,48,0,3.69,2015/Dec/08 14:40
#
# ... end of Table 191 Format 291
#
#
$301,207,57,2015,09,16
# Table 301 (Manufacturers) follows ...
#
000890,000039,Aquaflame,Aquaflame,Gem,50 B,,,1997,4,0,0,1,1,2,1,14.7,14.7,,,70,3,,0,0,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
004009,000207,Hepworth Heating,Glow-worm,Economy Plus 24F,,41- 319- 28,1992,1998,1,2,1,1,1,2,2,,7.03,E,,77.2,2,,101,1,1,,,0,,0,0,,,,,,,,2012/Mar/27 10:12
004004,000207,Hepworth Heating,Glow-worm,Economy Plus 60B,,41- 319- 04,1992,1998,1,2,1,1,1,2,1,14.65,17.59,E,,75.4,2,,101,2,1,,,0,,0,0,,,,,,,,2012/Mar/27 10:12
004000,000207,Hepworth Heating,Glow-worm,Economy Plus 24B,,41- 319- 90,1992,1998,1,2,1,1,1,2,1,,7.03,E,,75.1,2,,101,2,1,,,0,,0,0,,,,,,,,2012/Mar/27 10:12
004008,000207,Hepworth Heating,Glow-worm,Economy Plus 60C,,41- 319- 40,1992,1998,1,2,1,1,1,1,1,14.65,17.59,F,,73.8,2,,101,2,1,,,0,,0,0,,,,,,,,2012/Mar/27 10:12
001505,000005,Thorn EMI Heating,Thorn EMI Heating,Apollo,50si,4149439,,1998,1,2,1,1,1,2,2,11.7,14.7,,,72,3,,0,1,1,60,0,0,,0,0,,,,,,,,2015/Jul/21 14:15
001511,000005,Thorn EMI Heating,Thorn EMI Heating,Apollo,80si,4149441,,1998,1,2,1,1,1,2,2,17.6,23.4,,,72,3,,0,1,1,,,0,,0,0,,,,,,,,2015/Jul/21 14:15
001501,000005,Thorn EMI Heating,Thorn EMI Heating,Apollo,40si,4149438,,1998,1,2,1,1,1,2,2,8.8,11.7,,,72,3,,0,1,1,60,0,0,,0,0,,,,,,,,2015/Jul/21 14:15
001497,000005,Thorn EMI Heating,Thorn EMI Heating,Apollo,30si,4149437,,1998,1,2,1,1,1,2,2,4.4,8.8,,,72,3,,0,1,1,60,0,0,,0,0,,,,,,,,2015/Jul/21 14:15
008374,000001,Alpha Therm,Alpha,240xe,,,1996,1998,1,2,1,2,1,2,2,23.3,23.3,,,70,3,,0,1,2,170,5,0,,0,0,,,,,,,,2010/Sep/13 17:03
008375,000001,Alpha Therm,Alpha,240xp,,,1996,1998,1,2,1,2,1,2,2,23.3,23.3,,,70,3,,0,2,2,170,5,0,,0,0,,,,,,,,2010/Sep/13 17:03
016543,000005,Baxi Heating,Baxi Heating,Genesis,96,4707702,1996,1998,1,2,1,2,1,2,2,28,28,,,70,3,,0,2,1,,,0,,,,,,,,,,,2010/Sep/13 17:32
000130,000007,Burco Maxol,Burco Maxol,Microturbo,40 SRF & 40 MDF,4120219,,1998,1,0,0,1,1,2,2,11.7,11.7,,,68,3,,0,1,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
000131,000007,Burco Maxol,Burco Maxol,Microturbo,50 SRF & 50 MDF,4120219,,1998,1,0,0,1,1,2,2,14.6,14.6,,,68,3,,0,1,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
000551,000207,Hepworth Heating,Glow-worm,Spacesaver Kfb,20,4131922,,1998,1,0,0,1,1,2,2,5.86,5.86,,,68,3,,0,1,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
000651,000005,Potterton International Heating,Potterton International Heating,Kingfisher 2,rs80,4160720,,1998,1,0,0,1,1,2,1,23.5,23.5,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
001503,000005,Thorn EMI Heating,Thorn EMI Heating,Apollo,50c,4149429,,1998,1,2,1,1,1,1,1,11.7,14.7,,,65,3,,0,2,1,20,0,0,,0,0,,,,,,,,2010/Sep/13 17:03
000644,000005,Potterton International Heating,Potterton International Heating,Kingfisher 2,cf50,4160708,,1998,1,0,0,1,1,1,1,14.6,14.6,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
000643,000005,Potterton International Heating,Potterton International Heating,Kingfisher 2,cf40,4160707,,1998,1,0,0,1,1,1,1,11.7,11.7,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
001506,000005,Thorn EMI Heating,Thorn EMI Heating,Apollo,60b,4149425,,1998,1,2,1,1,1,2,1,14.7,17.6,,,65,3,,0,2,1,20,0,0,,0,0,,,,,,,,2010/Sep/13 17:03
001507,000005,Thorn EMI Heating,Thorn EMI Heating,Apollo,60c,4149430,,1998,1,2,1,1,1,1,1,14.7,17.6,,,65,3,,0,2,1,20,0,0,,0,0,,,,,,,,2010/Sep/13 17:03
001509,000005,Thorn EMI Heating,Thorn EMI Heating,Apollo,80b,4149426,,1998,1,2,1,1,1,2,1,17.6,23.4,,,65,3,,0,2,1,20,0,0,,0,0,,,,,,,,2010/Sep/13 17:03
001510,000005,Thorn EMI Heating,Thorn EMI Heating,Apollo,80c,4149431,,1998,1,2,1,1,1,1,1,17.6,23.4,,,65,3,,0,2,1,20,0,0,,0,0,,,,,,,,2010/Sep/13 17:03
000642,000005,Potterton International Heating,Potterton International Heating,Kingfisher 2,cf220,,,1998,1,0,0,1,1,1,1,64.5,64.5,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
000646,000005,Potterton International Heating,Potterton International Heating,Kingfisher 2,cf80,4160710,,1998,1,0,0,1,1,1,1,23.4,23.4,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
000641,000005,Potterton Myson,Potterton Myson,Kingfisher 2,cf150,4160716,,1998,1,1,1,1,1,1,1,44,44,,,65,3,,0,2,1,,,0,,0,0,,,,,,,,2010/Sep/13 17:03
000647,000005,Potterton International Heating,Potterton International Heating,Kingfisher 2,rs100,4160721,,1998,1,1,1,1,1,2,1,29.3,29.3,,,65,3,,0,2,1,,,0,,0,0,,,,,,,,2010/Sep/13 17:03
000648,000005,Potterton Myson,Potterton Myson,Kingfisher 2,rs40,4160717,,1998,1,1,1,1,1,2,1,11.7,11.7,,,65,3,,0,2,1,,,0,,0,0,,,,,,,,2010/Sep/13 17:03
000639,000005,Potterton International Heating,Potterton International Heating,Kingfisher 2,cf100,4160711,,1998,1,1,1,1,1,1,1,29.3,29.3,,,65,3,,0,2,1,,,0,,0,0,,,,,,,,2010/Sep/13 17:03
001499,000005,Thorn EMI Heating,Thorn EMI Heating,Apollo,40c,4149428,,1998,1,2,1,1,1,1,1,8.8,11.7,,,65,3,,0,2,1,20,0,0,,0,0,,,,,,,,2010/Sep/13 17:03
000626,000005,Potterton International Heating,Potterton International Heating,Kingfisher,cf150,4160116,,1998,1,0,0,1,1,1,1,44,44,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
000625,000005,Potterton International Heating,Potterton International Heating,Kingfisher,cf125,4160115,,1998,1,0,0,1,1,1,1,36.6,36.6,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
001502,000005,Thorn EMI Heating,Thorn EMI Heating,Apollo,50b,4149424,,1998,1,2,1,1,1,2,1,11.7,14.7,,,65,3,,0,2,1,20,0,0,,0,0,,,,,,,,2010/Sep/13 17:03
000649,000005,Potterton International Heating,Potterton International Heating,Kingfisher 2,rs50,4160718,,1998,1,0,0,1,1,2,1,14.7,14.7,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
001498,000005,Thorn EMI Heating,Thorn EMI Heating,Apollo,40b,4149423,,1998,1,2,1,1,1,2,1,8.8,11.7,,,65,3,,0,2,1,20,0,0,,0,0,,,,,,,,2010/Sep/13 17:03
000645,000005,Potterton International Heating,Potterton International Heating,Kingfisher 2,cf60,4160709,,1998,1,0,0,1,1,1,1,17.5,17.5,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
001494,000005,Thorn EMI Heating,Thorn EMI Heating,Apollo,30b,4149422,,1998,1,2,1,1,1,2,1,4.4,8.8,,,65,3,,0,2,1,20,0,0,,0,0,,,,,,,,2010/Sep/13 17:03
001495,000005,Thorn EMI Heating,Thorn EMI Heating,Apollo,30c,4149427,,1998,1,2,1,1,1,1,1,4.4,8.8,,,65,3,,0,2,1,20,0,0,,0,0,,,,,,,,2010/Sep/13 17:03
000650,000005,Potterton International Heating,Potterton International Heating,Kingfisher 2,rs60,4160719,,1998,1,0,0,1,1,2,1,17.6,17.6,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
000640,000005,Potterton International Heating,Potterton International Heating,Kingfisher 2,cf125,4160715,,1998,1,0,0,1,1,1,1,36.6,36.6,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
001422,000207,Glow-worm,Glow-worm,Ultimate,80bf,4131955,,1998,1,2,0,1,1,2,1,23.45,23.45,,,65,3,,0,0,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
000707,000005,Myson Combustion Products,Myson Combustion Products,Velaire Vitesse,130/170 C,,,1998,4,1,1,1,1,1,2,38.1,49.8,,,70,3,,0,0,1,,,0,,0,0,,,,,,,,2010/Sep/13 17:03
000700,000005,Myson Combustion Products,Myson Combustion Products,Velaire Vitesse,100/130 B,,,1998,4,1,1,1,1,2,2,29.3,38.1,,,70,3,,0,0,1,,,0,,0,0,,,,,,,,2010/Sep/13 17:03
000701,000005,Myson Combustion Products,Myson Combustion Products,Velaire Vitesse,130/170 B,,,1998,4,1,1,1,1,2,2,38.1,49.8,,,70,3,,0,0,1,,,0,,0,0,,,,,,,,2010/Sep/13 17:03
000706,000005,Myson Combustion Products,Myson Combustion Products,Velaire Vitesse,100/130 C,,,1998,4,1,1,1,1,1,2,29.3,38.1,,,70,3,,0,0,1,,,0,,0,0,,,,,,,,2010/Sep/13 17:03
000127,000006,Broag,Broag Remeha,W60M Eco,,,,1999,1,0,0,1,2,2,2,,,,,83,3,,0,0,0,,,0,,0,0,,,,,,,,2010/Sep/13 17:03
000126,000006,Broag,Broag Remeha,W40M Eco,,,,1999,1,0,0,1,2,2,2,,,,,83,3,,0,0,0,,,0,,0,0,,,,,,,,2010/Sep/13 17:03
003989,000207,Hepworth Heating,Glow-worm,Swiftflow 100e,,47 -313 -18,1995,1999,1,2,1,2,1,2,2,17.6,17.6,E,,76.6,2,,104,1,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
003990,000207,Hepworth Heating,Glow-worm,Swiftflow 80e,,47 -313 -17,1995,1999,1,2,1,2,1,2,2,17.6,17.6,E,,76.6,2,,104,1,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
003991,000207,Hepworth Heating,Glow-worm,Swiftflow 75e,,47 -313 -16,1995,1999,1,2,1,2,1,2,2,16.1,16.1,E,,76.5,2,,104,1,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
004093,000207,Hepworth Heating,Glow-worm,Swiftflow 80,Honeywell valve,47 -313 -10,1992,1999,1,2,1,2,1,2,2,17.6,17.6,F,,73.1,2,,104,2,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
003992,000207,Hepworth Heating,Glow-worm,Swiftflow 120,,47 -313 -13,1994,1999,1,2,1,2,1,2,2,23.5,23.5,F,,73.1,2,,104,2,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
004096,000207,Hepworth Heating,Glow-worm,Swiftflow 80,SIT valve,47 -313 -09,1992,1999,1,2,1,2,1,2,2,17.6,17.6,F,,73.1,2,,104,2,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
000457,000011,Vokera,Vokera,Excell,80E,4709418,,1999,1,0,0,2,1,2,2,23.7,23.7,,,73,3,,0,1,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
000458,000011,Vokera,Vokera,Excell,96E,4709414,,1999,1,0,0,2,1,2,2,28,28,,,73,3,,0,1,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
000456,000011,Claudio GR (Vokera),Claudio GR (Vokera),Excell,80SP,4709417,,1999,1,2,1,2,1,2,2,23.7,23.7,,,73,3,,0,2,2,,,0,,0,0,,,,,,,,2010/Sep/13 17:03
004095,000207,Hepworth Heating,Glow-worm,Swiftflow 75,SIT valve,47 -313 -15,1994,1999,1,2,1,2,1,2,2,16.1,16.1,F,,71.4,2,,104,2,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
004092,000207,Hepworth Heating,Glow-worm,Swiftflow 75,Honeywell valve,47 -313 -14,1994,1999,1,2,1,2,1,2,2,16.1,16.1,F,,71.4,2,,104,2,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
004097,000207,Hepworth Heating,Glow-worm,Swiftflow 100,SIT valve,47 -313 -07,1992,1999,1,2,1,2,1,2,2,17.6,17.6,F,,70.7,2,,104,2,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
004094,000207,Hepworth Heating,Glow-worm,Swiftflow 100,Honeywell valve,47 -313 -08,1992,1999,1,2,1,2,1,2,2,17.6,17.6,F,,70.7,2,,104,2,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
008373,000001,Alpha Therm,Alpha,240p,,,1996,1999,1,2,1,2,1,2,2,23.3,23.3,,,70,3,,0,2,2,170,5,0,,0,0,,,,,,,,2010/Sep/13 17:03
000761,000030,Sime Heating Products (UK),Sime Heating Products (UK),Super 102 Deluxe,11006,,1996,1999,1,2,0,2,1,2,2,15.3,29.7,,,70,3,,0,0,0,210,2,0,,0,0,,,,,,,,2010/Sep/13 17:03
000763,000030,Sime Heating Products (UK),Sime Heating Products (UK),Friendly,11010,,1996,1999,1,2,0,2,1,2,2,9.7,23.4,,,70,3,,0,2,0,150,50,0,,0,0,,,,,,,,2010/Sep/13 17:03
000764,000030,Sime Heating Products (UK),Sime Heating Products (UK),Friendly,E,,1997,1999,1,2,0,2,1,2,2,9.7,23.4,,,70,3,,0,0,0,150,2,0,,0,0,,,,,,,,2010/Sep/13 17:03
016514,000005,Baxi Heating,Baxi Heating,Solo 2,50 PF,4107773,1993,1999,1,2,1,1,1,2,2,12.02,14.65,,,68,3,,0,1,1,,,0,,,,,,,,,,,2010/Sep/13 17:32
016515,000005,Baxi Heating,Baxi Heating,Solo 2,60 PF,4107774,1993,1999,1,2,1,1,1,2,2,14.95,17.58,,,68,3,,0,1,1,,,0,,,,,,,,,,,2010/Sep/13 17:32
016513,000005,Baxi Heating,Baxi Heating,Solo 2,40 PF,4107772,1993,1999,1,2,1,1,1,2,2,9.09,11.72,,,68,3,,0,1,1,,,0,,,,,,,,,,,2010/Sep/13 17:32
016517,000005,Baxi Heating,Baxi Heating,Solo 2,80 PF,4107775,1993,1999,1,2,1,1,1,2,2,20.8,23.45,,,68,3,,0,1,1,,,0,,,,,,,,,,,2010/Sep/13 17:32
016512,000005,Baxi Heating,Baxi Heating,Solo 2,30 PF,4107771,1993,1999,1,2,1,1,1,2,2,5.86,8.79,,,68,3,,0,1,1,,,0,,,,,,,,,,,2010/Sep/13 17:32
016516,000005,Baxi Heating,Baxi Heating,Solo 2,70 PF,4107501,1993,1999,1,2,1,1,1,2,2,17.88,20.5,,,68,3,,0,1,1,,,0,,,,,,,,,,,2010/Sep/13 17:32
000468,000011,Vokera,Vokera,Meteor,S90,4709421,,1999,1,0,0,1,1,2,2,26.1,26.1,,,68,3,,0,1,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
000467,000011,Vokera,Vokera,Meteor,V90,4709420,,1999,1,0,0,1,1,2,2,26.1,26.1,,,68,3,,0,1,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
001321,000207,Glow-worm,Glow-worm,56FR,,4431532,,1999,1,0,0,1,1,1,1,,,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2013/Jan/30 14:49
001320,000207,Glow-worm,Glow-worm,56F,,4431530,,1999,1,0,0,1,1,1,1,,,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2013/Jan/30 14:49
001336,000207,Glow-worm,Glow-worm,Hideaway,90of,4131384,1984,1999,1,1,0,1,1,1,1,26.38,26.38,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2010/Sep/13 17:03
001317,000207,Glow-worm,Glow-worm,45F,,4431529,,1999,1,0,0,1,1,1,1,,,,,65,3,,0,2,0,,,0,,0,,,,,,,,,2013/Jan/30 14:49
001834,000031,Vaillant,Vaillant,Ecomax,VU 226 EH,VU GB 226 EH,1995,2000,1,2,1,1,2,2,2,21.3,21.3,B,,89.3,2,,102,1,2,,,0,,0,0,,,,,,,,2012/Mar/27 10:12
001832,000031,Vaillant,Vaillant,Ecomax,VU 186 EH,VU GB 186 EH,1995,2000,1,2,1,1,2,2,2,17.2,17.2,B,,89.3,2,,102,1,2,,,0,,0,0,,,,,,,,2012/Mar/27 10:12
002068,000005,Potterton Myson,Potterton Myson,Envoy 80 Flowsure plus,,HKW,1996,2000,1,2,1,2,2,2,2,25.0,25.0,B,,88.7,2,,106,1,2,80,0,2,1,0,44.7,20,5,73,37,,,,2006/Jan/17 12:55
002067,000005,Potterton Myson,Potterton Myson,Envoy 80 Flowsure,,HKW,1996,2000,1,2,1,2,2,2,2,25.0,25.0,B,,88.7,2,,106,1,2,80,0,1,1,0,18.7,35,2,75,20,,,,2006/Jan/17 12:55
002064,000005,Potterton Myson,Potterton Myson,Envoy 50 System,,HKM,1995,2000,1,2,1,1,2,2,2,16.1,16.1,B,,88.5,2,,101,1,1,80,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001951,000005,Potterton Myson,Potterton Myson,Envoy 30,,HKA,1995,2000,1,2,1,1,2,2,2,9.7,9.7,B,,88.5,2,,101,1,1,80,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001953,000005,Potterton Myson,Potterton Myson,Envoy 50,,HKC,1995,2000,1,2,1,1,2,2,2,16.1,16.1,B,,88.5,2,,101,1,1,80,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
002062,000005,Potterton Myson,Potterton Myson,Envoy 30 System,,HKK,1995,2000,1,2,1,1,2,2,2,9.7,9.7,B,,88.5,2,,101,1,1,80,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001838,000031,Vaillant,Vaillant,Ecomax,828 E,VUW GB 286E CH,1999,2000,1,2,1,2,2,2,2,21.5,21.5,B,,88.5,2,,104,1,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
001952,000005,Potterton Myson,Potterton Myson,Envoy 40,,HKB,1995,2000,1,2,1,1,2,2,2,12.8,12.8,B,,88.4,2,,101,1,1,80,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
002063,000005,Potterton Myson,Potterton Myson,Envoy 40 System,,HKL,1995,2000,1,2,1,1,2,2,2,12.8,12.8,B,,88.4,2,,101,1,1,80,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001839,000031,Vaillant,Vaillant,Ecomax,824 E,VUW GB 246E CH,1999,2000,1,2,1,2,2,2,2,17.7,17.7,B,,88.4,2,,104,1,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
002066,000005,Potterton Myson,Potterton Myson,Envoy 80 System,,HKP,1995,2000,1,2,1,1,2,2,2,25,25.0,B,,87.9,2,,101,1,1,80,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001955,000005,Potterton Myson,Potterton Myson,Envoy 80,,HKE,1995,2000,1,2,1,1,2,2,2,25.0,25.0,B,,87.9,2,,101,1,1,80,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001954,000005,Potterton Myson,Potterton Myson,Envoy 60,,HKD,1995,2000,1,2,1,1,2,2,2,19.0,19.0,B,,87.8,2,,101,1,1,80,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
002065,000005,Potterton Myson,Potterton Myson,Envoy 60 System,,HKN,1995,2000,1,2,1,1,2,2,2,19.0,19.0,B,,87.8,2,,101,1,1,80,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001861,000097,Ferroli SpA,Ferroli,Optima 2001,,,1996,2000,1,2,1,2,2,2,2,22.6,22.6,B,,86.1,2,,104,1,2,,0,0,,,0,,,,,,,,2006/Jan/17 12:55
001647,000023,Malvern Boilers,Malvern,50,NG,GC No 41.555.01,1993,2000,1,2,1,1,2,2,2,14.7,14.7,C,,85.1,2,,101,1,1,40,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001720,000091,Malvern Boilers,Servowarm,Elite HE 50,,GC No 47.555.09,1993,2000,1,2,1,1,2,2,2,14.7,14.7,C,,85.1,2,,101,1,1,40,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001638,000023,Malvern Boilers,Malvern,70/80,NG,GC No 41.555.10,1995,2000,1,2,1,1,2,2,2,20.6,23.5,C,,84.7,2,,101,1,1,40,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001718,000091,Malvern Boilers,Servowarm,Elite HE 70/80,,GC No 47.555.12,1995,2000,1,2,1,1,2,2,2,20.6,23.5,C,,84.7,2,,101,1,1,40,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001648,000023,Malvern Boilers,Malvern,40,NG,GC No 41.555.03,1993,2000,1,2,1,1,2,2,2,11.7,11.7,C,,84.4,2,,101,1,1,40,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001721,000091,Malvern Boilers,Servowarm,Elite HE 40,,GC No 47.555.08,1993,2000,1,2,1,1,2,2,2,11.7,11.7,C,,84.4,2,,101,1,1,40,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001649,000023,Malvern Boilers,Malvern,30,NG,GC No 41.555.02,1993,2000,1,2,1,1,2,2,2,8.8,8.8,C,,84.0,2,,101,1,1,40,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001717,000091,Malvern Boilers,Servowarm,Elite HE 30,,GC No 47.555.07,1993,2000,1,2,1,1,2,2,2,8.8,8.8,C,,84.0,2,,101,1,1,40,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
008056,000011,Vokera,Vokera,Linea Plus,,47-094-29,1998,2000,1,2,1,2,1,2,2,30,30,D,,80.1,2,,104,1,2,160,0,0,,,0,,,,,,,,2006/Jan/17 12:55
002045,000005,Potterton Myson,Potterton Myson,Puma Flowsure plus,,LKX + LLN,1996,2000,1,2,1,2,1,2,2,24.0,24.0,D,,79.6,2,,106,1,2,90,0,2,1,0,44.7,20,5,73,37,,,,2006/Jan/17 12:55
008110,000031,Vaillant,Vaillant,Turbomax Pro,24E,VUW GB 242 - 3E,2000,2000,1,2,1,2,1,2,2,24.0,24.0,D,,79.6,2,,104,1,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
001824,000031,Vaillant,Vaillant,Thermocompact,VU 282 EH,VU GB 282/1 EH,1996,2000,1,2,1,1,1,2,2,24.0,24.0,D,,78.8,2,,102,1,2,,,0,,0,0,,,,,,,,2012/Mar/27 10:12
001822,000031,Vaillant,Vaillant,Turbomax,VUW 282 EH,VUW GB 282/1 EH,1995,2000,1,2,1,2,1,2,2,28.0,28.0,D,,78.7,2,,104,1,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
001826,000031,Vaillant,Vaillant,Thermocompact,VU 242 EH,VU GB 242/1 EH,1996,2000,1,2,1,1,1,2,2,24.0,24.0,D,,78.6,2,,102,1,2,,,0,,0,0,,,,,,,,2012/Mar/27 10:12
001821,000031,Vaillant,Vaillant,Turbomax,VUW 242 EH,VUW GB 242/1 EH,1995,2000,1,2,1,2,1,2,2,24.0,24.0,D,,78.5,2,,104,1,2,,,0,,,0,,,,,,,,2006/Jan/17 12:55
001997,000005,Potterton Myson,Potterton Myson,Housewarmer 55,,HGL,1994,2000,1,4,1,1,1,1,1,16.1,16.1,D,,78.4,2,,101,1,1,5,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
001828,000031,Vaillant,Vaillant,Thermocompact,VU 182 EH,VU GB 182/1 EH,1996,2000,1,2,1,1,1,2,2,18.0,18.0,D,,78.1,2,,102,1,2,,,0,,0,0,,,,,,,,2012/Mar/27 10:12
005959,000008,Caradon Plumbing,Ideal,Concord,CXD60,P.I.No 87/AQ/103,,2000,1,1,1,1,1,1,1,60.08,60.08,E,,77.7,2,,102,1,2,10,1,0,,0,0,,,,,,,,2012/Mar/27 10:12
001860,000097,Ferroli SpA,Ferroli,Tempra,,,1999,2000,1,2,1,1,1,2,2,14.4,17.6,E,,77.5,2,,101,1,1,,,0,,0,0,,,,,,,,2012/Mar/27 10:12
001996,000005,Potterton Myson,Potterton Myson,Housewarmer 45,,HGK,1994,2000,1,4,1,1,1,1,1,13.2,13.2,E,,77.4,2,,101,1,1,5,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
005957,000008,Caradon Plumbing,Ideal,Concord,CXD40,P.I.No 87/AQ/103,,2000,1,1,1,1,1,1,1,42,42,E,,76.2,2,,102,1,2,10,1,0,,0,0,,,,,,,,2012/Mar/27 10:12
005958,000008,Caradon Plumbing,Ideal,Concord,CXD50,P.I.No 87/AQ/103,,2000,1,1,1,1,1,1,1,50,50,E,,76.2,2,,102,1,2,10,1,0,,0,0,,,,,,,,2012/Mar/27 10:12
001830,000031,Vaillant,Vaillant,Thermocompact,VU 142 EH,VU GB 142/1EH,1998,2000,1,2,1,1,1,2,2,14.0,14.0,E,,75.8,2,,102,1,2,,,0,,0,0,,,,,,,,2012/Mar/27 10:12
016542,000005,Baxi Heating,Baxi Heating,Genesis,80,4707701,1995,2000,1,2,1,2,1,2,2,23.25,23.25,,,70,3,,0,2,1,,,0,,,,,,,,,,,2010/Sep/13 17:32
008062,000063,Warmflow Engineering,Warmflow,50/70 Bluebird,,,1996,2000,4,1,2,1,1,1,2,14.65,20.51,C,,85.6,2,,201,1,1,145,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
008060,000063,Warmflow Engineering,Warmflow,90/120 Bluebird,,,1996,2000,4,1,2,1,1,1,2,26.37,35.16,C,,85.0,2,,201,1,1,150,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
008061,000063,Warmflow Engineering,Warmflow,70/90 Bluebird,,,1996,2000,4,1,2,1,1,1,2,20.51,26.37,C,,83.0,2,,201,1,1,150,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
